,text,Tweet_tokenized,sentiment
220,No launch today  teacher chang plan watch stupid move tesla,"['No', 'launch', 'today', 'teacher', 'chang', 'plan', 'watch', 'stupid', 'move', 'tesla']",neutral
221,it  pleasant  sooo rare time kill   ,"['it', 'pleasant', 'sooo', 'rare', 'time', 'kill']",neutral
222,thank you   ooh I see you v read desert island  great book ,"['thank', 'you', 'ooh', 'I', 'see', 'you', 'v', 'read', 'desert', 'island', 'great', 'book']",neutral
223,  o lol tiz good song,"['o', 'lol', 'tiz', 'good', 'song']",neutral
224,again work internet shop     don t think achiev goal upload previous set time will keep go,"['again', 'work', 'internet', 'shop', 'don', 't', 'think', 'achiev', 'goal', 'upload', 'previous', 'set', 'time', 'will', 'keep', 'go']",neutral
225,  anix  I bought cheesecak ice cream last week  think good  suck much  i m take yours ,"['anix', 'I', 'bought', 'cheesecak', 'ice', 'cream', 'last', 'week', 'think', 'good', 'suck', 'much', 'i', 'm', 'take', 'yours']",neutral
226,caus frustrat buddy ,"['caus', 'frustrat', 'buddy']",neutral
227, wright thank you   return mack  the jam ,"['wright', 'thank', 'you', 'return', 'mack', 'the', 'jam']",neutral
228,readi sadden depress dull upset dread weekend ,"['readi', 'sadden', 'depress', 'dull', 'upset', 'dread', 'weekend']",neutral
229,sorri lack tweet ive buzy  new vid saturday  ,"['sorri', 'lack', 'tweet', 'ive', 'buzy', 'new', 'vid', 'saturday']",neutral
230,I humbl best go work paintbal day soon fuel strips  doubt,"['I', 'humbl', 'best', 'go', 'work', 'paintbal', 'day', 'soon', 'fuel', 'strips', 'doubt']",neutral
231,go bed cant take thiss longeerr maan   u ,"['go', 'bed', 'cant', 'take', 'thiss', 'longeerr', 'maan', 'u']",positive
232, morden   be richard s  i ll see you w get back good luck ,"['morden', 'be', 'richard', 's', 'i', 'll', 'see', 'you', 'w', 'get', 'back', 'good', 'luck']",neutral
233,thanks   i realli appreci that  I know hardest thing I ever done,"['thanks', 'i', 'realli', 'appreci', 'that', 'I', 'know', 'hardest', 'thing', 'I', 'ever', 'done']",neutral
234,spent last hour sign yearbooks  i ll miss guys ,"['spent', 'last', 'hour', 'sign', 'yearbooks', 'i', 'll', 'miss', 'guys']",positive
235,and I love everi littl thing you   ,"['and', 'I', 'love', 'everi', 'littl', 'thing', 'you']",neutral
236,My mobil stop reciev text messag again  stoooopid thing,"['My', 'mobil', 'stop', 'reciev', 'text', 'messag', 'again', 'stoooopid', 'thing']",neutral
237,Hi simon  let know it  done,"['Hi', 'simon', 'let', 'know', 'it', 'done']",neutral
238,had amaz night favorit ladi friend,"['had', 'amaz', 'night', 'favorit', 'ladi', 'friend']",positive
239, oyler poor littl woman smush head,"['oyler', 'poor', 'littl', 'woman', 'smush', 'head']",neutral
240,fixin clean hous mom mother  day,"['fixin', 'clean', 'hous', 'mom', 'mother', 'day']",neutral
241,whi think peopl say   save drama fo yo mama   i m sure even yo mama wouldn t wanna listen ur drama  ode mother  day ,"['whi', 'think', 'peopl', 'say', 'save', 'drama', 'fo', 'yo', 'mama', 'i', 'm', 'sure', 'even', 'yo', 'mama', 'wouldn', 't', 'wanna', 'listen', 'ur', 'drama', 'ode', 'mother', 'day']",neutral
242,hey  that  school  I hate place ,"['hey', 'that', 'school', 'I', 'hate', 'place']",neutral
243,got  star pre wash fail rinc,"['got', 'star', 'pre', 'wash', 'fail', 'rinc']",neutral
244,MY sister iN law just left for her prom   she look soo pretty   tear all around,"['MY', 'sister', 'iN', 'law', 'just', 'left', 'for', 'her', 'prom', 'she', 'look', 'soo', 'pretty', 'tear', 'all', 'around']",neutral
245,follow,['follow'],neutral
246,bought three books   yipee   who  read ten books during the summ thing ,"['bought', 'three', 'books', 'yipee', 'who', 'read', 'ten', 'books', 'during', 'the', 'summ', 'thing']",neutral
247,i m realli bored  My brother went get permit  stay roads  Jk lol  It feel like friend abandon me  except ,"['i', 'm', 'realli', 'bored', 'My', 'brother', 'went', 'get', 'permit', 'stay', 'roads', 'Jk', 'lol', 'It', 'feel', 'like', 'friend', 'abandon', 'me', 'except']",neutral
248,  goodnight,['goodnight'],neutral
249, the moon hiya hun  it  day  dentist appoint  ouch   notebook       feel sick how  you ,"['the', 'moon', 'hiya', 'hun', 'it', 'day', 'dentist', 'appoint', 'ouch', 'notebook', 'feel', 'sick', 'how', 'you']",neutral
250,emili ahahha scare me  would work,"['emili', 'ahahha', 'scare', 'me', 'would', 'work']",negative
251,now I need chang monitor,"['now', 'I', 'need', 'chang', 'monitor']",neutral
252,I know dude  i m re runs  make jenni watch convers lol  haven t onlin much,"['I', 'know', 'dude', 'i', 'm', 're', 'runs', 'make', 'jenni', 'watch', 'convers', 'lol', 'haven', 't', 'onlin', 'much']",neutral
253,what about ME    I vote everi day for you      ,"['what', 'about', 'ME', 'I', 'vote', 'everi', 'day', 'for', 'you']",neutral
254,wale past quad  I want outsid fun ,"['wale', 'past', 'quad', 'I', 'want', 'outsid', 'fun']",negative
255,rock home maccas  sign petit big bang tour au lol,"['rock', 'home', 'maccas', 'sign', 'petit', 'big', 'bang', 'tour', 'au', 'lol']",neutral
256,think food ate made sick   feel good,"['think', 'food', 'ate', 'made', 'sick', 'feel', 'good']",positive
257,eagerli anticip twitpic,"['eagerli', 'anticip', 'twitpic']",negative
258,lot task complet today  first  weclom new member canadamigo social network site  www canadamigos com  coffe,"['lot', 'task', 'complet', 'today', 'first', 'weclom', 'new', 'member', 'canadamigo', 'social', 'network', 'site', 'www', 'canadamigos', 'com', 'coffe']",neutral
259,just want stay bed day go work instead sux,"['just', 'want', 'stay', 'bed', 'day', 'go', 'work', 'instead', 'sux']",neutral
260,chillen tri figur thing gettin drunk,"['chillen', 'tri', 'figur', 'thing', 'gettin', 'drunk']",neutral
261,yay doctor interview back  doctor  blood work,"['yay', 'doctor', 'interview', 'back', 'doctor', 'blood', 'work']",neutral
262,film carniv music video    It remind cherri festiv I use go back home    ahhh memories   ,"['film', 'carniv', 'music', 'video', 'It', 'remind', 'cherri', 'festiv', 'I', 'use', 'go', 'back', 'home', 'ahhh', 'memories']",neutral
263,i m siiiiiickkk I dun feel good  ,"['i', 'm', 'siiiiiickkk', 'I', 'dun', 'feel', 'good']",neutral
264,propellerhead harddriv long while  just got music repo back shape WE felt nostalg,"['propellerhead', 'harddriv', 'long', 'while', 'just', 'got', 'music', 'repo', 'back', 'shape', 'WE', 'felt', 'nostalg']",neutral
265,gloriou sunni day london town   i m drama school fight peopl sword protect romant structur face,"['gloriou', 'sunni', 'day', 'london', 'town', 'i', 'm', 'drama', 'school', 'fight', 'peopl', 'sword', 'protect', 'romant', 'structur', 'face']",negative
266,  I feel sorri hope dnt cri nd time,"['I', 'feel', 'sorri', 'hope', 'dnt', 'cri', 'nd', 'time']",neutral
267,would wish sever migrain would stop    doc  prescript arent work,"['would', 'wish', 'sever', 'migrain', 'would', 'stop', 'doc', 'prescript', 'arent', 'work']",negative
268,   full moon  love friend family  b day wish came true    In addition gray matter one cutest movi ever  ,"['full', 'moon', 'love', 'friend', 'family', 'b', 'day', 'wish', 'came', 'true', 'In', 'addition', 'gray', 'matter', 'one', 'cutest', 'movi', 'ever']",neutral
269,My life would suck without you   kelli clarkson,"['My', 'life', 'would', 'suck', 'without', 'you', 'kelli', 'clarkson']",neutral
270,revis exam,"['revis', 'exam']",neutral
271,host next logies  laugh bit realli,"['host', 'next', 'logies', 'laugh', 'bit', 'realli']",neutral
272,Hi jordan i m gonna u   i know ur busi know ur probabl tired  plea reschedul nc  don t leav u out ,"['Hi', 'jordan', 'i', 'm', 'gonna', 'u', 'i', 'know', 'ur', 'busi', 'know', 'ur', 'probabl', 'tired', 'plea', 'reschedul', 'nc', 'don', 't', 'leav', 'u', 'out']",neutral
273,  joy feel like red lea,"['joy', 'feel', 'like', 'red', 'lea']",neutral
274,i d love I think trek london would bit much,"['i', 'd', 'love', 'I', 'think', 'trek', 'london', 'would', 'bit', 'much']",negative
275,hey hey,"['hey', 'hey']",neutral
276,think revis garden  morn without sunscreen isnt best idea ive oucccccccch,"['think', 'revis', 'garden', 'morn', 'without', 'sunscreen', 'isnt', 'best', 'idea', 'ive', 'oucccccccch']",neutral
277,Is miser feel like im gona cri sux ,"['Is', 'miser', 'feel', 'like', 'im', 'gona', 'cri', 'sux']",neutral
278,know delicious miss germani like holland well use shoppin weekends lol,"['know', 'delicious', 'miss', 'germani', 'like', 'holland', 'well', 'use', 'shoppin', 'weekends', 'lol']",neutral
279,lol  true  mayb next year  I looov siggy  I don t rememb password mod thing cake ,"['lol', 'true', 'mayb', 'next', 'year', 'I', 'looov', 'siggy', 'I', 'don', 't', 'rememb', 'password', 'mod', 'thing', 'cake']",neutral
280,lol  get watch hehe,"['lol', 'get', 'watch', 'hehe']",neutral
281,hope great   certainli spent enough time studying ,"['hope', 'great', 'certainli', 'spent', 'enough', 'time', 'studying']",neutral
282,btw   download iphon   sdk,"['btw', 'download', 'iphon', 'sdk']",neutral
283,straighen hair go straight want bummerrr,"['straighen', 'hair', 'go', 'straight', 'want', 'bummerrr']",neutral
284,I need botox work lip i m go chang name angelina jolie  it  thought  sad though racism,"['I', 'need', 'botox', 'work', 'lip', 'i', 'm', 'go', 'chang', 'name', 'angelina', 'jolie', 'it', 'thought', 'sad', 'though', 'racism']",neutral
285,me  A doctor   laughs  oh  no  no  no  I  crane  patient arkham aslyum  I work,"['me', 'A', 'doctor', 'laughs', 'oh', 'no', 'no', 'no', 'I', 'crane', 'patient', 'arkham', 'aslyum', 'I', 'work']",negative
286,morn all  have great day  off school I go,"['morn', 'all', 'have', 'great', 'day', 'off', 'school', 'I', 'go']",neutral
287,now  weird mood muahaz,"['now', 'weird', 'mood', 'muahaz']",neutral
288,congrats  photo dre ,"['congrats', 'photo', 'dre']",negative
289, sanctuarysunday thank join  sanctuarysunday  follow sanctuari peopl keep date tweets ,"['sanctuarysunday', 'thank', 'join', 'sanctuarysunday', 'follow', 'sanctuari', 'peopl', 'keep', 'date', 'tweets']",neutral
290,done disneyland  kid  knock out  stop hotel bar grab grey goo   tonic way up   peac,"['done', 'disneyland', 'kid', 'knock', 'out', 'stop', 'hotel', 'bar', 'grab', 'grey', 'goo', 'tonic', 'way', 'up', 'peac']",neutral
291,ok  lol  miss too  hope cramp get better  know pain be ,"['ok', 'lol', 'miss', 'too', 'hope', 'cramp', 'get', 'better', 'know', 'pain', 'be']",neutral
292,oh  good review,"['oh', 'good', 'review']",neutral
293, mileycyru wont let twitter keep say twitter capac someth bird keep come up ,"['mileycyru', 'wont', 'let', 'twitter', 'keep', 'say', 'twitter', 'capac', 'someth', 'bird', 'keep', 'come', 'up']",neutral
294,i m extrem hungry     thing I hous soup    I don t like soup     pouts ,"['i', 'm', 'extrem', 'hungry', 'thing', 'I', 'hous', 'soup', 'I', 'don', 't', 'like', 'soup', 'pouts']",neutral
295,hilari,['hilari'],neutral
296,I love guy stand behind,"['I', 'love', 'guy', 'stand', 'behind']",neutral
297,bout hit sack   got      tomorrow  happi mother day mom ,"['bout', 'hit', 'sack', 'got', 'tomorrow', 'happi', 'mother', 'day', 'mom']",neutral
298,lost DC hat   ,"['lost', 'DC', 'hat']",positive
299,start video edit first spank movi mina     ad next updat,"['start', 'video', 'edit', 'first', 'spank', 'movi', 'mina', 'ad', 'next', 'updat']",neutral
300,In effect  podcast IS audio version book  isn        plus  ad charm banter  ,"['In', 'effect', 'podcast', 'IS', 'audio', 'version', 'book', 'isn', 'plus', 'ad', 'charm', 'banter']",neutral
301,sunni synday morning  nicol later usual  mommi got sleep,"['sunni', 'synday', 'morning', 'nicol', 'later', 'usual', 'mommi', 'got', 'sleep']",neutral
302,brow find everyth univers   interior design ,"['brow', 'find', 'everyth', 'univers', 'interior', 'design']",neutral
303,I tweet sixteen days  I miss    i v fun though   D ingrid mon frak awesom bbq today ,"['I', 'tweet', 'sixteen', 'days', 'I', 'miss', 'i', 'v', 'fun', 'though', 'D', 'ingrid', 'mon', 'frak', 'awesom', 'bbq', 'today']",neutral
304,visit si fr joemar dito bataan  frm camiguin    sum ofcmates  suppos meet saturday can t luwa,"['visit', 'si', 'fr', 'joemar', 'dito', 'bataan', 'frm', 'camiguin', 'sum', 'ofcmates', 'suppos', 'meet', 'saturday', 'can', 't', 'luwa']",negative
305,I soo excit pasadena seminar   if find conferm email,"['I', 'soo', 'excit', 'pasadena', 'seminar', 'if', 'find', 'conferm', 'email']",negative
306,ugh I don t feel well sudden,"['ugh', 'I', 'don', 't', 'feel', 'well', 'sudden']",neutral
307,I want new phone i v seen much cellphon commerci  ,"['I', 'want', 'new', 'phone', 'i', 'v', 'seen', 'much', 'cellphon', 'commerci']",neutral
308,we ll test theori right arm strum with  got feelin i ll hum new tune,"['we', 'll', 'test', 'theori', 'right', 'arm', 'strum', 'with', 'got', 'feelin', 'i', 'll', 'hum', 'new', 'tune']",neutral
309,   that  cool ,"['that', 'cool']",neutral
310,school   day     exited  amaz premier,"['school', 'day', 'exited', 'amaz', 'premier']",positive
311,ti use inde esp  newbi like me ,"['ti', 'use', 'inde', 'esp', 'newbi', 'like', 'me']",neutral
312,gonna go see sister mount sinai      she  least anoth  hours ,"['gonna', 'go', 'see', 'sister', 'mount', 'sinai', 'she', 'least', 'anoth', 'hours']",neutral
313,handl tg,"['handl', 'tg']",neutral
314,back backe    muffins   ,"['back', 'backe', 'muffins']",neutral
315,relax work mother day  Oh well  A good day had  hope well,"['relax', 'work', 'mother', 'day', 'Oh', 'well', 'A', 'good', 'day', 'had', 'hope', 'well']",negative
316,lasttt mondayyy class,"['lasttt', 'mondayyy', 'class']",neutral
317,yup  now I join nin access fun ,"['yup', 'now', 'I', 'join', 'nin', 'access', 'fun']",neutral
318,I walk work  think I sit bellagio time wednesday ,"['I', 'walk', 'work', 'think', 'I', 'sit', 'bellagio', 'time', 'wednesday']",neutral
319,unfair I wanna go too ,"['unfair', 'I', 'wanna', 'go', 'too']",negative
320,download movi  A good day Be black    sexy   cool  movi,"['download', 'movi', 'A', 'good', 'day', 'Be', 'black', 'sexy', 'cool', 'movi']",neutral
321,ju got back run sunset blvd  My cuzin tri kill leg still movin i m sittin down  ,"['ju', 'got', 'back', 'run', 'sunset', 'blvd', 'My', 'cuzin', 'tri', 'kill', 'leg', 'still', 'movin', 'i', 'm', 'sittin', 'down']",neutral
322,aww  that  sad  I miss see guy big screen ,"['aww', 'that', 'sad', 'I', 'miss', 'see', 'guy', 'big', 'screen']",neutral
323,I knooww   hot water bottl i whangamata without me  ahhhhh,"['I', 'knooww', 'hot', 'water', 'bottl', 'i', 'whangamata', 'without', 'me', 'ahhhhh']",neutral
324,eeeeep jealou    i m work um  u receiv viva  Do broadcast online   plz ,"['eeeeep', 'jealou', 'i', 'm', 'work', 'um', 'u', 'receiv', 'viva', 'Do', 'broadcast', 'online', 'plz']",neutral
325,thank much phaoloo     ,"['thank', 'much', 'phaoloo']",neutral
326,hotel thank,"['hotel', 'thank']",neutral
327,watch gh  I feel bad carly  omg       up ,"['watch', 'gh', 'I', 'feel', 'bad', 'carly', 'omg', 'up']",neutral
328,rofl that  like hear,"['rofl', 'that', 'like', 'hear']",neutral
329,Ok i m frustrated  hella dust screen blackberri,"['Ok', 'i', 'm', 'frustrated', 'hella', 'dust', 'screen', 'blackberri']",negative
330,IS anyon awake         oh god die here  want go sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep    ,"['IS', 'anyon', 'awake', 'oh', 'god', 'die', 'here', 'want', 'go', 'sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep']",neutral
331,We do  it long  I think next weekend open  when go hous warm parti,"['We', 'do', 'it', 'long', 'I', 'think', 'next', 'weekend', 'open', 'when', 'go', 'hous', 'warm', 'parti']",neutral
332,chang plans  work insid bar tonight,"['chang', 'plans', 'work', 'insid', 'bar', 'tonight']",neutral
333,thank follow,"['thank', 'follow']",neutral
334,well  good luck then ,"['well', 'good', 'luck', 'then']",neutral
335,work get quick bite eat kill wrist self address  envolop,"['work', 'get', 'quick', 'bite', 'eat', 'kill', 'wrist', 'self', 'address', 'envolop']",neutral
336,arghhhhhhhhh    can t keep twitterbon peep,"['arghhhhhhhhh', 'can', 't', 'keep', 'twitterbon', 'peep']",neutral
337,undervot go i m overal,"['undervot', 'go', 'i', 'm', 'overal']",neutral
338,make german appl slice nom nom nom,"['make', 'german', 'appl', 'slice', 'nom', 'nom', 'nom']",neutral
339,look like anoth night offic lol,"['look', 'like', 'anoth', 'night', 'offic', 'lol']",neutral
340,My tummi hurt,"['My', 'tummi', 'hurt']",neutral
341,got  hour sleep ,"['got', 'hour', 'sleep']",neutral
342,anybodi el experienc pain slowdown facebook ,"['anybodi', 'el', 'experienc', 'pain', 'slowdown', 'facebook']",neutral
343,lol   peopl falcon  and boo one becca,"['lol', 'peopl', 'falcon', 'and', 'boo', 'one', 'becca']",neutral
344,realli need earn money    watch pcd concert,"['realli', 'need', 'earn', 'money', 'watch', 'pcd', 'concert']",negative
345,the poor pirat last wisdom tooth look realli peaky ,"['the', 'poor', 'pirat', 'last', 'wisdom', 'tooth', 'look', 'realli', 'peaky']",negative
346,mozzer cancel tonight look it ,"['mozzer', 'cancel', 'tonight', 'look', 'it']",negative
